CancerType	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
CD27	0.328359243	0.525697354	0.261171918	0.164840061	0.381931811	0.412250613	0.061063982	0.156301916	0.264880191	0.113351872	0.489420335	0.142094231	0.416024511	0.192836777	0.301901993	0.295829986	0.279587673	0.436281875	0.063002832	0.288403111	0.502291232	0.222694394	0.400140784	0.313414036	0.140164745	0.049502118	0.261956907	-0.209593023	-0.014921287	-0.216371911	0.250704601	0.093154093	0.449357308
CD40LG	0.384671941	0.343044846	0.268501377	0.186401644	0.334285944	0.206470295	-0.075437554	-0.089659921	0.113295958	0.178455456	0.363279751	0.254133276	0.325940857	0.131038384	0.435813252	0.453822125	0.149785861	0.36193097	0.078868159	0.323035585	0.372519063	0.308439379	0.497540191	0.194701022	0.238254129	0.343661228	0.167855582	-0.14350137	0.433347253	-0.280006601	0.269824079	0.153251521	0.440340665
PRF1	0.451288933	0.509113921	0.16489286	0.050125451	0.265308341	0.366377218	-0.124274544	0.238840174	0.477995085	0.116464795	0.213332056	0.173405839	0.37707436	0.082129836	0.53481797	0.252754116	0.136530302	0.336401659	-0.102039216	0.347808495	0.525482217	0.322246132	0.421245797	0.250356407	0.290213472	0.002565134	0.247756803	-0.275248817	0.250648877	-0.00818743	0.229632081	0.073883852	0.485388361
CXCL10	0.484882991	0.392490919	0.063190499	0.164334228	0.304672179	0.433971594	-0.078689672	0.27702052	0.07793991	0.057977326	0.157516482	-0.008663387	0.448180038	0.065934881	0.506268592	0.083802772	0.249639666	0.334167742	-0.144050578	0.15010822	0.550989303	0.284152311	0.191999767	0.480127737	0.268983555	0.020478863	0.203748311	-0.083115284	0.402293523	0.484474561	0.120882619	0.148740054	0.44059197
ADORA2A	0.465250324	0.479194845	0.203433898	0.220259342	-0.034907835	0.5650002	0.131865145	0.095887725	0.024175096	0.251714819	0.216564673	0.164663047	0.501059322	0.125004786	0.075022265	0.333153465	0.208255058	0.305440426	0.167356701	0.275019463	0.164954664	0.479468939	0.32482123	0.526162558	0.141061872	0.126120685	0.300749739	-0.074498968	0.121813099	-0.387446651	0.23818288	0.337399331	0.441873029
GZMA	0.363516218	0.469667169	0.249728338	-0.025244577	0.249739801	0.239360378	-0.118516122	0.143749762	0.291397584	0.029726047	0.266133714	0.132314307	0.338531504	0.21096098	0.499665441	0.297515469	0.157293602	0.275010965	-0.090585766	0.378545563	0.463595315	0.384065905	0.415215445	0.209540605	0.260496173	0.041236104	0.191409624	-0.270144218	0.347130097	0.237808091	0.191019554	0.120123909	0.464764242
CX3CL1	0.190142453	0.252741549	0.214098305	0.131979621	0.314500911	0.383150836	0.027369147	0.347774517	0.135443832	0.113865728	-0.222577602	-0.132581939	-0.219103668	0.487948693	0.088395305	0.213643162	0.264702956	0.123970186	0.207761052	0.128997327	0.394826123	0.50136905	0.637127655	0.47720339	-0.170664929	0.045205032	0.210713185	0.721571467	0.355818372	0.584215137	0.269889359	-0.04181512	0.209994047
IL1B	0.156398065	0.207485559	0.196704164	0.217671798	0.338847596	0.157338085	0.232343061	-0.123574581	0.302813225	-0.001938008	0.339702461	0.196915166	0.397644053	-0.078035368	0.258367142	0.428412738	0.304165607	0.327793016	-0.085673333	0.301353466	0.265849767	0.269874895	0.354337641	0.188072298	0.259699626	0.221834199	-0.072805144	0.059531863	0.391456924	0.455736545	0.184502112	0.061705138	0.491466906
EDNRB	0.062431787	0.187050045	0.304753336	0.497904722	0.16891043	0.39400198	0.060919186	0.078555292	-0.36878364	0.478048106	0.107956126	0.077859835	-0.168232992	0.303418232	-0.130998231	0.465306642	0.13167563	0.346070886	0.246664809	0.14907782	0.360729665	0.550461501	0.498657698	0.291143445	0.058554255	-0.02023822	0.219400102	0.628914912	-0.246133421	0.46783955	0.303213042	0.537118959	-0.351424096
TNF	0.256978881	0.248286881	0.038505594	0.080632337	0.377372235	0.397646863	-0.049836246	0.031949936	0.187741783	0.130882772	0.445828348	0.099724016	0.069444775	0.187686024	0.173839067	0.301180085	0.247771077	0.32755582	-0.055612429	0.192408657	0.425962573	0.158505688	0.346429848	0.344811348	0.189707277	0.05030803	0.14321424	-0.203722572	0.452960328	0.340460304	0.113244978	0.026968346	0.419405652
TNFSF9	-0.075694686	0.372925495	0.373630751	0.110789694	0.240061211	0.131864868	-0.223553338	0.103104979	0.340780171	0.026689254	0.499627019	0.119376947	0.146161671	-0.034421751	0.088944355	0.25074371	0.250474006	0.03008352	0.243320072	0.331375616	0.457578493	0.416794601	0.224884588	0.113873483	0.268879741	0.001178139	0.255203553	0.01465744	0.517606392	0.483390331	0.090140651	0.005098104	0.281989027
TNFRSF18	0.284443816	0.397997311	-0.068004068	-0.117848015	0.17355232	0.446044335	-0.157681769	0.421829253	0.433525798	-0.139390723	0.360943968	0.265874601	0.335358359	0.132788611	0.259223969	0.297279625	0.194274831	-0.041703967	-0.122863016	0.142078992	0.444260279	0.408310225	0.027096044	0.366150865	0.050524109	0.201998247	0.143867163	-0.07840011	0.569477742	0.296225141	0.042148624	0.004739217	0.374281152
IL1A	0.161738281	0.053588986	0.125941446	0.204735425	0.352868305	0.00350187	0.16122002	0.120854618	0.179078249	0.028429965	0.230239933	0.108639129	0.286121146	0.106068664	0.292552756	0.132274931	0.323651585	0.271941522	-0.041851838	0.150888142	0.4920251	-0.007074314	0.223032786	0.077011961	0.073399781	0.125465346	-0.008081752	0.425778103	0.410827033	0.443686583	0.066798576	0.250497855	0.476094235
PDCD1	0.29354841	0.469975695	0.127299271	0.046956941	0.318722463	0.360426393	-0.114706794	0.169506419	0.168544603	0.072645367	0.404364202	0.083367399	0.313725057	-0.004872931	0.349305293	0.273121642	0.206043779	0.278005606	0.064160499	0.232989355	0.468795571	0.350036326	0.369105993	0.359915029	0.030228684	-0.022635691	0.208082306	-0.324386059	0.206444865	-0.334340434	0.222637734	0.01807401	0.496699733
BTLA	0.370659431	0.485669029	0.206887143	0.171065557	0.224754873	0.253525372	-0.326039338	0.168346796	0.058567481	0.205707158	0.256625092	0.142628419	0.219105563	0.088511465	0.225329435	0.288811331	0.254897851	0.331403181	0.127507203	0.013929761	0.414006605	0.289468859	0.317987461	0.199997963	0.163048904	0.048524479	0.203974127	-0.161465438	0.463429684	-0.166329072	0.106221539	0.147363604	0.266194543
ICOSLG	0.329523509	0.130355509	0.051076529	0.034211371	0.133177017	0.134473483	0.018544617	-0.037284857	0.279600669	0.01525329	0.273518624	0.038100638	0.283523372	-0.02720469	0.284402102	0.129363839	0.187140511	0.144164383	-0.172071548	-0.003423124	0.258716652	0.574199368	0.202462218	0.416556252	0.249858567	0.309723151	0.098896273	0.084310697	0.177921229	0.361008883	-0.014347768	0.208510233	0.324545871
IL2	0.197798259	0.111932361	0.190233043	0.202819208	0.48559039	0.19692148	-0.071982269	0.041192868	0.169448721	0.055159399	0.363963424	0.157531675	0.205077241	0.098274623	0.141834853	0.286206901	0.057486685	0.160438925	-0.040446824	0.114780456	0.174244721	0.175248482	0.233957286	0.256852407	0.154428055	0.201486874	-0.00336726	-0.296581743	0.323098181	0.251835201	0.051373683	0.192486211	0.287300318
BTN3A1	-0.040317008	0.195046758	0.156302875	0.014118199	-0.036592907	0.255124365	0.044607791	0.069299535	-0.023037235	0.302727512	0.314149483	-0.049965708	0.060567635	0.031645899	0.17944814	0.16290898	0.17858129	0.322376999	-0.13769907	0.072778675	0.469757557	0.01936804	0.342577141	0.317456175	0.168434473	-0.071047319	0.112187273	0.34409938	0.367248924	0.370291356	0.073251204	0.208437853	0.213051016
IFNG	0.281834682	0.312222354	0.086492837	0.013571512	0.185416685	0.208261837	-0.091775802	0.102843111	0.105542571	-0.037265681	0.449275625	0.101124535	0.307645667	0.167306598	0.243808817	0.139570643	0.078637188	0.133009772	0.165321458	0.234975943	0.374999701	0.133930059	0.187614869	0.256642676	0.083977884	-0.106380809	0.042503713	-0.382759012	0.29755182	0.255136093	0.128248529	0.043571178	0.49228673
CD274	0.277774542	0.335304723	0.114747829	0.138007416	0.31707568	0.394936196	-0.025363666	0.258891283	0.225711766	0.115660022	-0.018988867	-0.152960586	0.237649864	0.099127812	0.445942018	0.218405648	0.25105435	0.093467233	0.081648046	0.133996743	0.476291594	-0.24829943	0.330161214	0.204328287	0.086731231	-0.027472867	0.128377741	-0.180413126	0.421591623	-0.077340803	0.122747854	-0.066998376	0.277480939
BTN3A2	-0.135168262	0.208512854	0.136154602	-0.066568658	0.180329962	0.267510505	0.176341949	0.102602067	0.039366966	0.246577871	0.388773883	0.010401848	0.120112007	0.083601401	0.266127529	0.170233471	0.192736462	0.286806987	-0.2229977	0.051223039	0.449942435	0.104071181	0.355308799	0.261724892	0.179741545	0.017858021	0.090494233	0.295101234	0.379665108	0.134543662	-0.008553146	-0.003682357	0.198822612
IDO1	0.062523779	0.354561782	0.04229288	-0.03761017	0.365566066	0.340753791	-0.057670281	0.091648994	0.232424208	-0.036912664	-0.025118282	0.029320122	0.270065247	-0.021535037	0.472672195	0.133366997	0.122935178	0.12897164	-0.114961933	0.07901465	0.315841133	0.222465138	0.19170639	0.321209742	0.039226654	0.083166047	0.090015929	-0.227770283	0.315289021	0.190602406	0.103491378	-0.025041333	0.488481164
KIR2DL3	0.219280026	0.261324624	0.083903239	0.032481244	-0.025478076	0.24706926	0.108347585	0.122446833	0.122041847	0.007472745	0.200764782	0.138761888	0.13172319	0.161599949	0.331234199	0.142431843	0.053482213	0.18718204	-0.244987277	0.262725859	0.269318134	0.082956482	0.082301891	0.230051144	0.153485938	0.02420485	0.232029639	-0.253328162	0.121894649	0.258055616	0.1173181	0.16713966	0.418125601
VEGFB	0.118688394	0.502766494	0.339438636	0.003958393	0.175740037	0.389055762	0.081388694	0.562066549	-0.027194147	0.185546267	-0.038120493	-0.145416872	-0.067688623	0.220293799	-0.019946175	0.226322469	0.066992227	0.145187623	-0.169031587	0.125086854	0.342184719	-0.218826631	0.124266811	0.460666851	-0.062635033	-0.044897424	0.492237224	0.689754974	-0.324378023	0.005107587	0.103254333	-0.045043902	0.05496313
LAG3	0.361768763	0.432832716	-0.088693057	0.04333044	0.107506588	0.280099878	-0.325662144	0.242694973	-0.054521956	-0.003371135	0.414671086	0.111925029	0.368492626	0.109300836	0.098842504	0.01978643	0.112727961	0.140473913	-0.160939481	0.133908867	0.274771811	-0.052300377	0.223413543	0.27792092	-0.107618663	-0.062854317	0.165659166	-0.335846534	0.33082096	0.302992465	0.198886274	-0.173564189	0.475190665
VTCN1	0.061196161	0.035142789	0.219469823	-0.073793846	0.472560765	0.107389041	-0.093848227	-0.058978149	0.011175039	0.085248496	0.131105853	0.042810373	-0.047919939	0.098831601	-0.137626434	0.472257284	0.047682371	-0.04092766	-0.033874775	0.027726558	0.420151486	0.223208902	0.350949315	-0.154612892	-0.188940119	0.217863593	-0.118873239	0.383485138	0.533856585	0.274968024	-0.089404211	-0.015643425	0.312830016
KIR2DL1	0.113392619	0.285392788	0.077328729	0.002163047	-0.135207539	0.218746403	-0.114029359	0.023274779	0.021106977	0.022581084	0.249251031	0.206534743	0.116499539	0.146080864	0.276634461	0.11289373	0.061769467	0.133731821	-0.188898391	0.262295283	0.201904661	0.066549538	0.0768063	0.326426285	0.139456483	-0.099111081	0.149531059	-0.219625432	-0.036751564	0.347243952	0.120374774	0.191023684	0.212425735
HMGB1	0.210518289	-0.015079002	0.120735501	0.087468025	0.136044184	0.042450772	0.229409271	-0.03640907	-0.057599207	0.077906838	0.288041358	0.248957691	-0.011194712	0.133796376	-0.091510802	0.063117162	0.0009485	-0.233297035	0.318914136	0.061930123	0.369348464	0.174007543	0.147635642	0.061296279	0.008837647	-0.026444141	-0.068832919	0.41066122	0.180552263	-0.255929855	0.243853295	-0.001042814	0.26464394
IL12A	0.372154552	0.056961156	0.137110631	-0.071503453	0.446025762	0.03458428	-0.103395731	-0.157759991	-0.195645982	0.001935132	0.349715246	0.145327846	0.11757356	-0.171688005	-0.157423571	0.156421146	-0.016303066	-0.210319263	0.295385732	0.138720863	0.281347591	-0.033894569	0.387956015	-0.012088752	-0.078053678	0.182327604	0.113721307	0.073247625	0.082315425	0.526184072	-0.009437284	0.048600097	0.178126632
VEGFA	-0.043627926	-0.38787236	-0.107808297	0.012339548	-0.092902614	-0.044517099	0.110125085	-0.263877252	0.231740843	-0.020038678	-0.136692375	0.105868517	0.325528327	0.283741542	0.332880818	0.025456096	0.039512228	-0.131583327	0.12703655	0.041934465	0.12391966	0.459014127	-0.032056162	0.175023292	0.098381244	-0.011306453	-0.150171009	0.533534717	-0.3746257	0.478994477	0.102163521	0.104603396	0.330108944
IFNA1	-0.008996308	-0.099553327	-0.025962125	0.109366943	0.378718452	0.048492207	-0.126607844	-0.022991195	-0.162807419	0.116998254	-0.126784044	-0.097819225	-0.14665333	-0.019650582	0.02295472	0.090077276	0.030957828	0.10651567	0.160620573	0.091680687	0.061774649	0.057297286	0.076930988	0.207560871	0.198609924	0.011786089	-0.108563746	0.025991759	0.268745051	0.309475762	0.108780058	0.339759903	0.144371529
IL13	-0.025656594	0.219430833	0.037615975	0.098399127	-0.055808462	0.297018968	-0.265369993	0.127374683	-0.058379333	0.069457363	0.103813898	-0.024850509	0.093836574	0.059493904	-0.059387258	0.093377925	0.059884034	0.040209121	0.000911806	-0.012765584	0.058484637	-0.001077026	0.063266476	0.275664684	-0.059335909	-0.168502724	0.140969351	0.221377112	0.172076003	-0.013897784	0.101428406	0.129713495	0.062786352
ARG1	0.111246129	-0.13263916	-0.009104989	0.019385916	-0.189848565	-0.004969612	0.302399562	-0.005494474	0.102552575	0.065224832	0.250155784	-0.067347316	-0.02604455	0.127280798	0.085322787	-0.080557335	-0.031153135	-0.072122051	0.019906444	-0.042004795	-0.042687229	0.122805952	0.037811687	0.119762	0.023802451	0.067512126	0.007401327	0.171869368	-0.073532	0.123858585	0.053572254	0.196552158	0.003225803
TNFRSF14	-0.03435025	-0.041520007	0.00694211	-0.141616957	0.029876745	-0.001786879	-0.099311516	-0.191284562	0.181186447	0.056076931	0.189550453	-0.273089878	-0.202476515	0.041488738	0.430497161	0.151591651	0.073200837	0.205537484	-0.270766303	0.116333975	0.165830025	0.065528917	-0.10315846	0.092315893	0.017731917	-0.339270885	0.013783943	0.049332393	-0.002482015	0.060637226	-0.093073886	-0.002390094	0.156002592
IL4	-0.011541358	0.166629743	0.009368486	0.086407774	0.020556511	0.047226609	0.008326436	-0.099273449	0.112493267	-0.018886012	0.037637011	-0.039717631	-0.000798642	0.094277305	0.192601549	0.0393608	0.047673022	0.053362448	0.037083186	-0.088436151	-0.101704398	-0.077196868	-0.009227284	-0.147950529	0.001736725	-0.021349737	-0.052518675	-0.224409344	0.113286496	-0.38277859	0.008548586	0.246676396	0.005763871
IFNA2	-0.008918295	-0.033256023	-0.047781028	0.036725182	0	-0.03784906	-0.067183943	-0.056349123	-0.140857544	0.027788728	0.094289608	-0.01446335	0.084422305	-0.140335934	-0.093706603	0.032149706	0.013415088	-0.0191596	-0.140485443	-0.017810685	0.073532321	0.004507169	0.060418112	0.060634112	-0.025278776	0.012200025	-0.157076917	0.02780478	-0.00086057	-0.031773617	-0.007616994	0.127878979	0.133812064
